Date,Open,High,Low,Close,Adj Close,Volume
12/15/15,31.525,31.955,31.475,31.639999,30.766741,8540200
12/16/15,32.029999,32.665001,31.555,32.540001,31.641893,10868000
12/17/15,32.669998,32.689999,31.555,31.59,30.718119,8110000
12/18/15,31.290001,31.325001,30.395,30.395,29.556099,11391800
12/21/15,30.870001,30.99,30.455,30.91,30.056883,8573000
12/22/15,31.15,31.495001,30.790001,31.375,30.605095,7618000
12/23/15,31.76,32.174999,31.719999,32.139999,31.35132,6604400
12/24/15,32.044998,32.255001,31.975,32.009998,31.224508,2061000
12/28/15,31.780001,31.915001,31.514999,31.91,31.126965,4323000
12/29/15,32.314999,32.695,32.294998,32.57,31.770771,5090400
12/30/15,32.470001,32.514999,32.064999,32.134998,31.346445,3335000
12/31/15,31.865,32.099998,31.48,31.5,30.72703,9414000
1/4/16,30.405001,30.594999,29.844999,30.594999,29.844234,14734000
1/5/16,30.725,31,30.295,30.73,29.97592,9926000
1/6/16,29.780001,30.295,29.555,29.905001,29.171167,11775600
1/7/16,28.84,29.495001,28.35,28.48,27.781132,18188000
1/8/16,28.870001,29,27.754999,27.870001,27.186104,15922200
1/11/16,28.184999,28.285,27.245001,27.885,27.200731,16964400
1/12/16,28.434999,28.615,27.629999,28.32,27.625059,14704000
1/13/16,28.615,28.705,26.809999,26.93,26.269169,19012600
1/14/16,27.17,28.209999,26.610001,27.809999,27.127575,16444600
1/15/16,26.299999,26.905001,25.969999,26.605,25.952143,23517200
1/19/16,27.200001,27.275,26.17,26.67,26.015549,18945600
1/20/16,25.815001,26.535,24.695,26.040001,25.401011,30744000
1/21/16,26.155001,26.905001,25.735001,26.309999,25.664379,20672400
1/22/16,27.17,27.440001,26.91,27.375,26.703253,13292800
1/25/16,27.200001,27.27,26.48,26.57,25.917999,12512600
1/26/16,26.735001,27.360001,26.655001,27.254999,26.586193,9984200
1/27/16,27.075001,27.655001,26.370001,26.68,26.025307,14680000
1/28/16,27.190001,27.25,26.389999,26.965,26.303308,13139400
1/29/16,27.200001,28.275,27.174999,28.235001,27.542149,12620600
2/1/16,27.905001,28.514999,27.719999,28.26,27.566532,8938600
2/2/16,27.725,27.74,27.040001,27.200001,26.532545,15213200
2/3/16,27.57,27.684999,26.344999,27.540001,26.864201,18388200
2/4/16,27.389999,27.955,27.17,27.620001,26.942242,10317200
2/5/16,27.465,27.465,26.365,26.594999,25.942389,16023200
2/8/16,25.969999,26.055,25.120001,25.855,25.220551,16593000
2/9/16,25.27,26.27,25.24,25.83,25.196165,15157000
2/10/16,26.120001,26.655001,25.77,25.799999,25.166899,12356200
2/11/16,24.995001,25.48,24.655001,25.17,24.552361,19572200
2/12/16,25.700001,26.184999,25.445,26.17,25.527821,11189000
2/16/16,26.82,27.059999,26.465,27.035,26.371593,11160600
2/17/16,27.450001,28.065001,27.415001,27.93,27.244629,11181800
2/18/16,28.02,28.055,27.6,27.705,27.02515,6320600
2/19/16,27.43,27.735001,27.24,27.674999,26.995882,8304600
2/22/16,28.209999,28.535,28.200001,28.469999,27.771383,7205800
2/23/16,28.23,28.344999,27.73,27.795,27.11294,6687400
2/24/16,27.280001,28.105,26.895,28.030001,27.342178,14649200
2/25/16,28.18,28.700001,27.91,28.700001,27.995733,10875400
2/26/16,29.014999,29.025,28.51,28.565001,27.864048,12534400
2/29/16,28.57,28.889999,28.059999,28.059999,27.371439,9194200
3/1/16,28.545,29.455,28.375,29.445,28.722454,10241800
3/2/16,29.334999,29.715,29.184999,29.709999,28.980951,10764200
3/3/16,29.639999,29.934999,29.434999,29.915001,29.180922,6798800
3/4/16,30,30.395,29.715,30.094999,29.356501,9297600
3/7/16,29.785,30.315001,29.780001,30.184999,29.444294,6431800
3/8/16,29.790001,29.969999,29.450001,29.495001,28.771225,8463800
3/9/16,29.790001,29.924999,29.52,29.795,29.063864,7446400
3/10/16,30.030001,30.299999,29.205,29.825001,29.093132,12304200
3/11/16,30.35,30.825001,30.33,30.815001,30.058838,7248400
3/14/16,30.625,30.9,30.51,30.709999,29.956415,4595000
3/15/16,30.35,30.645,30.290001,30.645,29.893011,5084600
3/16/16,30.445,31.125,30.445,30.995001,30.234421,7612000
3/17/16,30.965,31.555,30.82,31.370001,30.60022,6669000
3/18/16,31.545,31.745001,31.450001,31.625,30.848957,6267600
3/21/16,31.52,31.790001,31.445,31.705,30.926996,4562400
3/22/16,31.42,31.885,31.370001,31.665001,30.88798,5250400
3/23/16,31.459999,31.525,31.120001,31.200001,30.434389,6080600
3/24/16,30.805,31.17,30.735001,31.16,30.395372,5174800
3/28/16,31.315001,31.379999,31.030001,31.184999,30.419754,5125600
3/29/16,31.049999,31.799999,30.934999,31.799999,31.019667,6768000
3/30/16,32.134998,32.305,31.91,32.055,31.26841,6646000
3/31/16,32.009998,32.16,31.83,31.91,31.126965,4828800
4/1/16,31.525,32.380001,31.41,32.32,31.526901,5722600
4/4/16,32.299999,32.365002,31.995001,32.115002,31.326939,6206000
4/5/16,31.605,31.795,31.370001,31.48,30.707518,7053800
4/6/16,31.495001,32.169998,31.4,32.139999,31.35132,7434600
4/7/16,31.75,31.875,31.115,31.370001,30.60022,8509200
4/8/16,31.809999,31.959999,31.355,31.565001,30.790432,7526000
4/11/16,31.790001,32.02,31.365,31.395,30.624607,7845800
4/12/16,31.455,32.080002,31.299999,32,31.214758,8049800
4/13/16,32.299999,32.650002,32.264999,32.619999,31.819553,8343200
4/14/16,32.650002,32.805,32.5,32.625,31.824413,5432800
4/15/16,32.605,32.665001,32.439999,32.535,31.736626,5601400
4/18/16,32.314999,33.014999,32.310001,33,32.19022,5038000
4/19/16,33.165001,33.310001,32.915001,33.195,32.380428,6888800
4/20/16,33.244999,33.535,33.055,33.27,32.45359,6086800
4/21/16,33.259998,33.32,32.82,32.904999,32.097542,8021400
4/22/16,32.794998,33.014999,32.584999,32.935001,32.126816,5293200
4/25/16,32.685001,32.794998,32.465,32.785,31.98049,4765600
4/26/16,32.93,33.080002,32.724998,32.904999,32.097542,4155600
4/27/16,32.77,33.18,32.625,33.044998,32.234116,6609600
4/28/16,32.759998,33.16,32.279999,32.459999,31.663465,8566600
4/29/16,32.209999,32.330002,31.674999,32.099998,31.312302,11729400
5/2/16,32.264999,32.654999,32.115002,32.580002,31.780527,6738600
5/3/16,32.115002,32.215,31.75,32.014999,31.229387,9978800
5/4/16,31.655001,31.924999,31.475,31.639999,30.863594,9608000
5/5/16,31.834999,31.959999,31.49,31.665001,30.88798,5008000
5/6/16,31.370001,31.895,31.309999,31.870001,31.087948,4987600
5/9/16,31.815001,32.080002,31.764999,31.945,31.161106,3338600
5/10/16,32.189999,32.720001,32.154999,32.705002,31.902458,3152000
5/11/16,32.540001,32.68,32.110001,32.110001,31.322062,4257600
5/12/16,32.349998,32.400002,31.75,32.130001,31.341568,5439000
5/13/16,32,32.209999,31.445,31.565001,30.790432,5228600
5/16/16,31.629999,32.355,31.6,32.174999,31.385462,3653400
5/17/16,32.07,32.174999,31.389999,31.6,30.824572,5016400
5/18/16,31.445,32.02,31.200001,31.610001,30.834324,7549600
5/19/16,31.32,31.475,30.93,31.389999,30.619728,6798400
5/20/16,31.6,31.959999,31.58,31.75,30.970894,4498000
5/23/16,31.775,31.875,31.610001,31.67,30.892855,1903800
5/24/16,31.99,32.615002,31.975,32.485001,31.687851,3047800
5/25/16,32.744999,33.09,32.740002,32.91,32.102428,6110600
5/26/16,33.005001,33.075001,32.84,32.945,32.136562,2180800
5/27/16,33.02,33.23,33.005001,33.215,32.399948,3826800
5/31/16,33.334999,33.384998,32.900002,33.119999,32.307274,4501800
6/1/16,32.875,33.310001,32.810001,33.255001,32.438965,2698200
6/2/16,33.099998,33.450001,32.919998,33.450001,32.629185,4008400
6/3/16,33.240002,33.375,32.790001,33.240002,32.424332,6023600
6/6/16,33.389999,33.709999,33.32,33.595001,32.770622,3826600
6/7/16,33.639999,33.895,33.625,33.68,32.853531,2482000
6/8/16,33.740002,33.950001,33.700001,33.895,33.063255,2639000
6/9/16,33.625,33.855,33.525002,33.805,32.975464,4013400
6/10/16,33.299999,33.415001,32.959999,33.18,32.365814,7266200
6/13/16,32.950001,33.259998,32.619999,32.66,31.858562,4605000
6/14/16,32.509998,32.735001,32.16,32.535,31.736626,8294200
6/15/16,32.665001,32.889999,32.355,32.43,31.634209,5823000
6/16/16,32.099998,32.68,31.745001,32.634998,31.834171,8046600
6/17/16,32.59,32.595001,32.139999,32.375,31.580549,6327600
6/20/16,33.099998,33.34,32.759998,32.785,31.98049,9110200
6/21/16,32.935001,33.125,32.775002,32.974998,32.165833,7546200
6/22/16,33.005001,33.264999,32.77,32.82,32.056927,4253600
6/23/16,33.34,33.68,33.189999,33.66,32.877392,4955800
6/24/16,31.360001,32.43,31.105,31.215,30.489243,22106400
6/27/16,30.764999,30.764999,29.85,30.115,29.414816,18825800
6/28/16,30.709999,31.215,30.59,31.195,30.469707,11265800
6/29/16,31.709999,32.355,31.690001,32.285,31.534365,10097000
6/30/16,32.450001,33.174999,32.244999,33.130001,32.359718,7949400
7/1/16,33.119999,33.474998,33.110001,33.285,32.51112,5714400
7/5/16,33,33.02,32.595001,32.814999,32.05204,7726000
7/6/16,32.625,33.25,32.389999,33.205002,32.432983,8710600
7/7/16,33.279999,33.514999,32.889999,33.150002,32.379246,9615600
7/8/16,33.639999,34.235001,33.560001,34.145,33.351109,8026200
7/11/16,34.34,34.599998,34.25,34.400002,33.600189,6102000
7/12/16,34.75,35,34.665001,34.889999,34.078796,4808600
7/13/16,35.044998,35.049999,34.689999,34.869999,34.059261,4525600
7/14/16,35.360001,35.445,35.115002,35.255001,34.435314,9133200
7/15/16,35.48,35.485001,35,35.18,34.362057,5586600
7/18/16,35.220001,35.424999,35.119999,35.365002,34.542747,3463600
7/19/16,35.200001,35.294998,35.110001,35.279999,34.459728,3251400
7/20/16,35.465,35.665001,35.299999,35.584999,34.757633,3744600
7/21/16,35.535,35.615002,35.139999,35.294998,34.474373,3525800
7/22/16,35.349998,35.645,35.255001,35.639999,34.811359,3875400
7/25/16,35.540001,35.564999,35.209999,35.450001,34.625778,3077400
7/26/16,35.400002,35.595001,35.139999,35.455002,34.630661,4190800
7/27/16,35.615002,35.630001,35.09,35.380001,34.557407,5310400
7/28/16,35.310001,35.575001,35.134998,35.455002,34.630661,2670000
7/29/16,35.365002,35.709999,35.259998,35.580002,34.752754,3532600
8/1/16,35.595001,35.740002,35.34,35.509998,34.684383,2945800
8/2/16,35.415001,35.474998,34.735001,35.07,34.254608,4637800
8/3/16,35.014999,35.279999,34.919998,35.279999,34.459728,2857200
8/4/16,35.294998,35.450001,35.150002,35.325001,34.503681,1978400
8/5/16,35.605,35.919998,35.555,35.889999,35.055546,2722400
8/8/16,35.990002,36.02,35.764999,35.875,35.040897,1788400
8/9/16,35.895,36.095001,35.779999,35.895,35.060432,2341600
8/10/16,35.955002,35.974998,35.59,35.740002,34.909035,5372200
8/11/16,35.924999,36.150002,35.830002,36.049999,35.211823,2469400
8/12/16,35.924999,36.075001,35.84,35.990002,35.153225,3160800
8/15/16,36.130001,36.330002,36.125,36.195,35.353462,1958400
8/16/16,36.025002,36.060001,35.825001,35.834999,35.00182,3927600
8/17/16,35.834999,36.005001,35.509998,35.945,35.109268,4581000
8/18/16,35.939999,36.125,35.904999,36.115002,35.275318,2373800
8/19/16,35.924999,36.080002,35.75,36.02,35.182522,2784800
8/22/16,35.91,36.09,35.77,36.005001,35.16787,3302400
8/23/16,36.23,36.355,36.125,36.125,35.28508,2626600
8/24/16,36.084999,36.119999,35.615002,35.794998,34.962749,4937000
8/25/16,35.625,35.880001,35.564999,35.73,34.899258,3412000
8/26/16,35.794998,36.185001,35.25,35.584999,34.757633,9431600
8/29/16,35.639999,36.029999,35.615002,35.924999,35.089741,2209600
8/30/16,35.900002,36,35.599998,35.799999,34.967636,2078200
8/31/16,35.695,35.724998,35.305,35.615002,34.786938,5034800
9/1/16,35.610001,35.720001,35.169998,35.605,34.77718,10278800
9/2/16,35.924999,36.095001,35.709999,35.919998,35.084843,4983000
9/6/16,36.044998,36.16,35.759998,36.145,35.304615,2829600
9/7/16,36.064999,36.205002,35.904999,36.150002,35.309502,3305000
9/8/16,36.005001,36.105,35.849998,35.98,35.143456,3809800
9/9/16,35.470001,35.470001,34.23,34.23,33.434143,14585800
9/12/16,33.955002,35.369999,33.919998,35.224998,34.406002,10621800
9/13/16,34.724998,34.825001,33.974998,34.209999,33.414604,19188800
9/14/16,34.23,34.669998,33.965,34.154999,33.360886,8768400
9/15/16,34.110001,34.994999,34.049999,34.869999,34.059261,8197000
9/16/16,34.595001,34.689999,34.325001,34.584999,33.780895,6229000
9/19/16,34.834999,35.07,34.474998,34.595001,33.790653,6042600
9/20/16,34.91,34.970001,34.584999,34.605,33.800419,5586800
9/21/16,34.82,35.41,34.57,35.32,34.529236,6990200
9/22/16,35.720001,35.895,35.634998,35.785,34.983826,5760400
9/23/16,35.630001,35.674999,35.360001,35.384998,34.59277,5146000
9/26/16,35.084999,35.145,34.744999,34.82,34.040428,4595000
9/27/16,34.759998,35.279999,34.615002,35.244999,34.45591,4594400
9/28/16,35.334999,35.650002,34.965,35.595001,34.798077,3927000
9/29/16,35.514999,35.66,34.744999,34.959999,34.177288,8954600
9/30/16,35.244999,35.735001,35.174999,35.485001,34.690529,5139800
10/3/16,35.305,35.375,35.060001,35.279999,34.490124,4003800
10/4/16,35.345001,35.424999,34.709999,34.970001,34.187065,7054000
10/5/16,35.174999,35.400002,35.150002,35.25,34.460804,2716600
10/6/16,35.134998,35.369999,34.950001,35.310001,34.519455,4370000
10/7/16,35.384998,35.450001,34.764999,35.049999,34.265278,10783000
10/10/16,35.400002,35.580002,35.349998,35.400002,34.607449,2709200
10/11/16,35.235001,35.264999,34.235001,34.540001,33.766693,11874000
10/12/16,34.564999,34.794998,34.375,34.615002,33.840019,4717200
10/13/16,34.105,34.560001,33.790001,34.375,33.605389,8407400
10/14/16,34.740002,34.915001,34.384998,34.41,33.63961,6822800
10/17/16,34.384998,34.485001,34.095001,34.185001,33.419643,4570600
10/18/16,34.735001,34.775002,34.445,34.57,33.796024,4286800
10/19/16,34.674999,34.884998,34.549999,34.740002,33.962219,3426200
10/20/16,34.630001,34.849998,34.389999,34.639999,33.864452,5526000
10/21/16,34.345001,34.700001,34.275002,34.650002,33.874233,3716800
10/24/16,34.985001,35.095001,34.825001,34.935001,34.152851,2557800
10/25/16,34.895,34.985001,34.665001,34.724998,33.947548,4436600
10/26/16,34.41,34.805,34.325001,34.575001,33.800911,4166600
10/27/16,34.860001,34.860001,34.369999,34.404999,33.634708,6066200
10/28/16,34.389999,34.639999,33.93,34.189999,33.424526,10253400
10/31/16,34.32,34.395,34.130001,34.18,33.414757,4598400
11/1/16,34.314999,34.325001,33.244999,33.709999,32.95528,10801200
11/2/16,33.575001,33.720001,33.130001,33.285,32.539795,7581400
11/3/16,33.355,33.439999,32.880001,32.98,32.241615,5228000
11/4/16,33.009998,33.330002,32.860001,32.889999,32.153637,5646800
11/7/16,33.810001,34.365002,33.77,34.32,33.551617,8546200
11/8/16,34.200001,34.869999,34.099998,34.630001,33.854668,7247400
11/9/16,34.630001,35.619999,34.005001,35.404999,34.612331,16638800
11/10/16,35.700001,36.025002,35.009998,35.560001,34.763855,15882600
11/11/16,35.290001,35.490002,35.044998,35.400002,34.607449,9793200
11/14/16,35.605,35.674999,35.169998,35.459999,34.666096,7237400
11/15/16,35.605,36,35.529999,36,35.194008,4803800
11/16/16,35.77,35.955002,35.724998,35.875,35.071812,3000600
11/17/16,35.924999,36.255001,35.895,36.244999,35.433525,5379400
11/18/16,36.27,36.325001,36,36.084999,35.277107,3219000
11/21/16,36.290001,36.619999,36.235001,36.595001,35.775684,4472400
11/22/16,36.75,36.825001,36.470001,36.755001,35.932106,3813800
11/23/16,36.555,36.814999,36.474998,36.794998,35.971203,5181600
11/25/16,36.935001,37.07,36.895,37.064999,36.235161,1689800
11/28/16,36.939999,37.055,36.674999,36.744999,35.922318,6653800
11/29/16,36.73,37.029999,36.605,36.865002,36.039639,4590200
11/30/16,37.099998,37.16,36.650002,36.650002,35.829456,6280200
12/1/16,36.785,36.785,36.264999,36.375,35.560616,9890200
12/2/16,36.43,36.619999,36.294998,36.435001,35.619267,4252600
12/5/16,36.75,37.005001,36.685001,36.865002,36.039639,4569800
12/6/16,36.950001,37.115002,36.759998,37.105,36.274269,5273400
12/7/16,37.029999,38.099998,36.994999,38.049999,37.198105,8192800
12/8/16,38.064999,38.450001,37.959999,38.27,37.413181,7551600
12/9/16,38.34,38.720001,38.334999,38.705002,37.838444,4651600
12/12/16,38.674999,38.869999,38.465,38.619999,37.755344,4854000
12/13/16,38.865002,39.334999,38.865002,39.139999,38.263714,6465400
12/14/16,39.014999,39.299999,38.32,38.505001,37.642925,15846200
12/15/16,38.584999,39.145,38.535,38.785,37.91666,6105400
12/16/16,38.990002,39.009998,38.529999,38.669998,37.80423,4841400
12/19/16,38.735001,38.990002,38.665001,38.794998,37.926426,4374600
12/20/16,39.055,39.18,38.945,39.09,38.214828,4617600
12/21/16,39.025002,39.084999,38.855,38.869999,38.04549,4687000
12/22/16,38.790001,38.834999,38.560001,38.73,37.908463,5735000
12/23/16,38.724998,38.825001,38.654999,38.825001,38.00145,2064200
12/27/16,38.924999,39.165001,38.91,39.009998,38.182522,5759000
12/28/16,39.099998,39.099998,38.325001,38.389999,37.575672,6295800
12/29/16,38.395,38.525002,38.169998,38.349998,37.536522,3079400
12/30/16,38.48,38.494999,37.790001,38.07,37.262466,4972000
1/3/17,38.564999,38.830002,38.174999,38.630001,37.810589,6132800
1/4/17,38.764999,39.145,38.755001,39.084999,38.255939,4801400
1/5/17,38.985001,39.09,38.715,39.014999,38.18742,4869200
1/6/17,39.07,39.48,38.855,39.299999,38.466377,5503800
1/9/17,39.189999,39.255001,39.025002,39.040001,38.211891,5056600
1/10/17,39.044998,39.375,38.880001,39.035,38.207001,4271400
1/11/17,38.990002,39.25,38.740002,39.25,38.417439,6442000
1/12/17,39.044998,39.125,38.509998,39.07,38.241253,9437000
1/13/17,39.119999,39.349998,39.105,39.235001,38.402752,4311200
1/17/17,38.970001,39.134998,38.794998,38.955002,38.128689,5692800
1/18/17,39.055,39.134998,38.830002,39.119999,38.290195,7002200
1/19/17,39.150002,39.215,38.66,38.849998,38.025917,3380600
1/20/17,39.095001,39.310001,38.875,39.080002,38.251041,11387800
1/23/17,38.959999,39.119999,38.610001,38.91,38.084644,5960800
1/24/17,38.985001,39.564999,38.945,39.369999,38.534885,5328200
1/25/17,39.779999,40.080002,39.715,40.040001,39.190681,4029800
1/26/17,40.02,40.125,39.889999,39.994999,39.146633,4538000
1/27/17,40.02,40.080002,39.790001,39.889999,39.043846,6389400
1/30/17,39.59,39.605,38.98,39.41,38.574039,12487200
1/31/17,39.165001,39.389999,38.945,39.389999,38.554462,8099600
2/1/17,39.599998,39.724998,39.16,39.400002,38.564255,9158200
2/2/17,39.240002,39.549999,39.115002,39.419998,38.583828,5139400
2/3/17,39.779999,40.049999,39.674999,39.974998,39.127056,5040000
2/6/17,39.810001,39.970001,39.700001,39.834999,38.990032,7756600
2/7/17,39.985001,40.080002,39.759998,39.849998,39.004704,4650600
2/8/17,39.715,39.98,39.615002,39.955002,39.107479,4326600
2/9/17,40.035,40.525002,40.035,40.380001,39.523464,4548400
2/10/17,40.555,40.810001,40.509998,40.695,39.831783,3601800
2/13/17,40.919998,41.27,40.915001,41.150002,40.277142,3727400
2/14/17,41.080002,41.5,40.950001,41.5,40.619705,5302000
2/15/17,41.404999,41.994999,41.384998,41.91,41.021008,3961600
2/16/17,41.93,42,41.544998,41.860001,40.972069,5861000
2/17/17,41.575001,41.965,41.560001,41.945,41.055275,5661800
2/21/17,42.125,42.540001,42.125,42.450001,41.549557,3978000
2/22/17,42.290001,42.485001,42.235001,42.395,41.495724,3120400
2/23/17,42.610001,42.615002,42.134998,42.470001,41.569134,4644800
2/24/17,42.080002,42.564999,42.075001,42.544998,41.64254,6068600
2/27/17,42.525002,42.755001,42.41,42.700001,41.794258,5254200
2/28/17,42.535,42.625,42.294998,42.474998,41.574028,7084600
3/1/17,42.474998,43.82,42.474998,43.599998,42.675163,5163800
3/2/17,43.555,43.555,43.064999,43.115002,42.200455,4910800
3/3/17,43.049999,43.205002,42.889999,43.139999,42.224922,3235600
3/6/17,42.794998,43.014999,42.619999,42.875,41.965538,5634000
3/7/17,42.744999,42.895,42.529999,42.639999,41.735523,7806600
3/8/17,42.740002,42.84,42.395,42.450001,41.549557,4465200
3/9/17,42.490002,42.689999,42.154999,42.560001,41.65723,4160800
3/10/17,42.955002,42.974998,42.459999,42.825001,41.916599,4317400
3/13/17,42.825001,42.904999,42.689999,42.889999,41.980221,2511200
3/14/17,42.650002,42.68,42.299999,42.580002,41.676807,5670400
3/15/17,42.799999,43.470001,42.700001,43.279999,42.36195,5231400
3/16/17,43.360001,43.384998,42.985001,43.134998,42.220028,6097600
3/17/17,43.240002,43.299999,42.970001,42.970001,42.058525,2120000
3/20/17,42.955002,43.075001,42.709999,42.865002,41.955746,2870800
3/21/17,43.119999,43.169998,41.715,41.764999,40.879089,10794000
3/22/17,41.735001,42.025002,41.474998,41.919998,41.074562,5242600
3/23/17,41.830002,42.285,41.665001,41.82,40.976578,4554400
3/24/17,41.965,42.18,41.445,41.77,40.927593,5793200
3/27/17,41.060001,41.775002,40.959999,41.66,40.819798,5062400
3/28/17,41.580002,42.445,41.505001,42.255001,41.402805,4084200
3/29/17,42.139999,42.439999,42.055,42.360001,41.505695,2373400
3/30/17,42.334999,42.700001,42.25,42.59,41.731052,3266600
3/31/17,42.455002,42.689999,42.389999,42.419998,41.56448,2876800
4/3/17,42.439999,42.514999,41.755001,42.264999,41.412605,4991000
4/4/17,42.134998,42.345001,41.985001,42.334999,41.481194,4298200
4/5/17,42.580002,42.994999,41.98,42.064999,41.216633,8283600
4/6/17,42.130001,42.505001,41.93,42.259998,41.407711,5510800
4/7/17,42.18,42.485001,42,42.185001,41.334221,3907000
4/10/17,42.255001,42.57,42.035,42.235001,41.383209,4397800
4/11/17,42.084999,42.18,41.529999,42.139999,41.290127,6190200
4/12/17,42.025002,42.095001,41.674999,41.790001,40.947189,5884400
4/13/17,41.625,41.93,41.240002,41.255001,40.422981,4641000
4/17/17,41.435001,41.955002,41.349998,41.955002,41.10886,4971200
4/18/17,41.639999,41.915001,41.419998,41.68,40.839405,4419800
4/19/17,41.924999,42.075001,41.450001,41.540001,40.702225,4039200
4/20/17,41.785,42.389999,41.66,42.185001,41.334221,4536800
4/21/17,42.174999,42.189999,41.775002,41.950001,41.103962,4492000
4/24/17,42.865002,42.939999,42.66,42.84,41.976002,5652000
4/25/17,43.119999,43.5,43.084999,43.330002,42.456127,4781000
4/26/17,43.345001,43.705002,43.279999,43.305,42.431625,4539600
4/27/17,43.435001,43.490002,43.139999,43.360001,42.485527,3155800
4/28/17,43.474998,43.490002,43.119999,43.205002,42.333649,2150800
5/1/17,43.389999,43.564999,43.220001,43.384998,42.510017,3677400
5/2/17,43.455002,43.494999,43.255001,43.415001,42.539417,3782200
5/3/17,43.25,43.400002,43.035,43.310001,42.436527,4174600
5/4/17,43.424999,43.470001,43.055,43.395,42.519817,4034800
5/5/17,43.549999,43.77,43.384998,43.77,42.887249,3900600
5/8/17,43.77,43.825001,43.560001,43.740002,42.857857,2060200
5/9/17,43.825001,43.915001,43.505001,43.650002,42.769672,2037800
5/10/17,43.625,43.799999,43.540001,43.785,42.901955,2232400
5/11/17,43.595001,43.68,43.154999,43.619999,42.740288,3274800
5/12/17,43.509998,43.555,43.360001,43.5,42.622704,3043000
5/15/17,43.634998,43.990002,43.634998,43.91,43.024426,2472400
